artist,album,track,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Charles Bradley,Spotify Sessions,The World (Is Going Up in Flames) - Live From Spotify House SXSW '16,1BbzDXEzmgyNT8jeCQvawN,0.506,0.533,5,-8.244,0,0.0252,0.0122,6.66e-05,0.535,0.766,88.454,191612,4
Miike Snow,Spotify Sessions,Genghis Khan - Jim Eno Sessions,5mFvYNykzBjdXRbPxKnvwA,0.686,0.714,0,-9.082,1,0.0517,0.325,0.000334,0.118,0.34,94.025,199576,4
Hanna & Andrea,Always On My Mind,Always On My Mind,3xkSZNHGRu8nENaOfTftSH,0.55,0.684,1,-4.972,0,0.0338,0.0832,0.0,0.0841,0.345,87.097,215573,4
The Strokes,Future Present Past,Oblivius,6y4ySPeb68KGoAi1dk130F,0.468,0.888,8,-4.463,1,0.0517,0.0957,0.648,0.151,0.432,102.959,299233,4
Handsome Ghost,The Brilliant Glow,Eyes Wide,1VgSDNsbw9Hv5uWSAC4PDp,0.525,0.446,8,-8.98,1,0.0422,0.187,1.43e-06,0.0622,0.666,99.981,195364,4
EMBRZ,Breathe,Breathe,6P1imZZqCDg3TK9f2MSDN8,0.762,0.464,1,-8.68,0,0.0354,0.766,0.146,0.09,0.209,119.988,225953,4
Adam Friedman,Lemonade,Lemonade,1obuz0c6zjQ77jPTKm9DdE,0.682,0.716,7,-5.766,0,0.0424,0.314,0.0,0.108,0.854,90.04,171765,4
Dan + Shay,Obsessed,Obsessed,4RBmXmZKf76IyNiPzebI55,0.563,0.574,5,-6.354,0,0.0286,0.379,4.66e-05,0.142,0.814,171.901,302960,4
The Avalanches,Wildflower,Frankie Sinatra (Extended Mix),2Hvrf4h0ud0S8MHte2FPCy,0.702,0.807,2,-5.865,0,0.135,0.681,0.0,0.516,0.864,95.548,268080,4
Maxwell,blackSUMMERS'night (2016),1990x,5rxPO6NL7tr0rG6JGrddKp,0.626,0.674,10,-7.455,0,0.0463,0.0553,0.00205,0.107,0.762,121.052,284693,4
Elle King,"Good Girls (from the ""Ghostbusters"" Original Motion Picture Soundtrack)","Good Girls (from the ""Ghostbusters"" Original Motion Picture Soundtrack)",2K7QDWSJotQ4qFlnDtRqQJ,0.516,0.973,0,-1.571,1,0.121,0.00345,0.0,0.28,0.586,175.894,177066,4
Jon Bellion,The Human Condition,Maybe IDK,6vBVh1k61VCdJ7StOOlHJO,0.54,0.54,9,-6.517,1,0.0539,0.0616,0.0,0.231,0.209,120.266,233393,4
BANNERS,Half Light,Half Light,1tYOB844iD7HxHvPtwDPNu,0.532,0.392,10,-7.502,1,0.0289,0.816,0.0,0.122,0.352,151.879,185947,4
Betty Who,Take Me When You Go,Somebody Loves You,3a9dxgyM2rbFUvmN35qTTj,0.61,0.906,2,-3.817,1,0.0926,0.000619,0.0,0.3,0.431,122.993,210680,4
Betty Who,Take Me When You Go,All of You,1QukgQhqTVgT8VFiG6Vxgb,0.592,0.832,5,-4.806,1,0.0283,0.00397,0.16,0.182,0.441,127.972,238360,4
Betty Who,I Love You Always Forever,I Love You Always Forever,1p6rk9R8SCum97WnvGNt6O,0.532,0.613,0,-7.64,1,0.0576,0.326,0.0,0.292,0.493,106.081,222957,4
Otto Knows,Back Where I Belong (feat. Avicii),Back Where I Belong (feat. Avicii),78W8wiUIlQ2SnWY9TVowKZ,0.497,0.865,0,-3.19,1,0.0644,0.0306,0.0679,0.443,0.595,125.96,174203,4
Tegan and Sara,Love You to Death,Stop Desire,1rTMTobUIpsgQdpTFFgLok,0.556,0.793,2,-5.576,1,0.0419,0.00129,0.000151,0.0874,0.677,158.974,197747,4
Alan Walker,Different World,Sing Me to Sleep,1tfVpMI8G6EakZU4rEja4w,0.474,0.622,4,-6.381,0,0.061,0.0129,3.82e-06,0.327,0.158,176.062,187800,4
Shawn Mendes,Illuminate,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,4
Joni,Blueless Bird,Blueless Bird,7LKCpCfUWlhRu8C1XN9KOn,0.793,0.523,7,-8.012,1,0.0305,0.503,0.0291,0.108,0.735,121.913,241801,4
Raelee Nikole,Dreamin',Dreamin',4IGBX41MI7carLgkiFoRAU,0.687,0.445,7,-10.768,1,0.162,0.281,0.0,0.0999,0.357,75.871,165813,4
The Head and the Heart,Signs of Light,All We Ever Knew,72zmwnbXjx9fMUjw3mbDSs,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03,225560,4
Noé,Lady,Lady,5SUgi16ky5XRNZwWjsjkLl,0.732,0.399,0,-7.65,1,0.0696,0.0351,2.28e-06,0.126,0.237,139.942,210493,4
Nōva,More,More,4vV74ya0QzRglyH9OOC2sG,0.539,0.431,0,-9.642,0,0.0413,0.774,0.0628,0.111,0.199,89.903,189333,4
Schier,No Brakes,No Brakes,1mbAGN7bvOqoUQS3KuLe52,0.764,0.625,0,-4.592,0,0.0647,0.271,0.0,0.0861,0.733,112.014,200000,4
Nick Jonas,Last Year Was Complicated,Touch,583gJZQLUYhgNsc3rVU7CF,0.76,0.631,1,-7.418,0,0.274,0.0413,1.39e-06,0.118,0.395,100.0,182613,4
Fitz and The Tantrums,Fitz and The Tantrums,Burn It Down,19S8HOFTt3k2QROQEzq012,0.689,0.867,1,-3.798,1,0.0338,0.0195,0.0995,0.0781,0.596,126.035,201840,4
Tom Odell,Wrong Crowd (Deluxe),Concrete,7K8qvlD4tcyx2HUy6QfcSp,0.636,0.532,8,-5.639,1,0.0394,0.0867,0.0,0.0526,0.404,78.033,230427,4
Sam Feldt,Summer On You (feat. Wulf),Summer On You (feat. Wulf),0o8PAzsSLDa4MVQJixGVty,0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56e-06,0.171,0.601,120.968,160009,4
KALEO,A/B,Hot Blood,7d9sZF7jmepe2EYdETlNWK,0.325,0.903,2,-3.173,1,0.117,0.00327,6.13e-06,0.0962,0.401,148.446,218600,4
Jon Bellion,The Human Condition,Overwhelming,498lAnNuuwNqtR3iM0ljBN,0.748,0.622,0,-4.518,1,0.225,0.252,0.0,0.112,0.667,91.77,172751,4
Broods,Conscious,Heartlines,4hFksmpwtT4bx5btyRT5ek,0.657,0.689,6,-4.147,1,0.103,0.466,0.0,0.0638,0.266,90.043,197000,4
CHVRCHES,Every Open Eye (Extended Edition),Bury It,45LLQfpLNw19ru9zvm0cTK,0.624,0.794,1,-3.164,1,0.0332,0.00141,0.000135,0.221,0.308,100.031,188214,4
TOTEM,Bubblegum,Bubblegum,6hPluQZo2BQyzhIT7cdwxT,0.638,0.756,9,-4.806,1,0.0496,0.0547,0.0,0.112,0.279,95.013,207433,4
Peter Bjorn and John,Breakin' Point,A Long Goodbye,7HetrlvQUtXcz9eHzQX5zK,0.522,0.666,1,-8.525,0,0.0342,0.000339,0.00282,0.0995,0.442,136.943,224592,4
Chelsea Lankes,Bullet,Bullet,1XoGueAqqKk3QGWzzGvH2y,0.819,0.881,7,-2.912,1,0.0476,0.0868,0.025,0.393,0.844,122.966,184521,4
Nick Jonas,Last Year Was Complicated,Under You,5BXNi1mVw6Cu7zzqR1VZbR,0.648,0.754,7,-5.718,1,0.0556,0.0152,0.0,0.0929,0.684,96.016,197347,4
Banks & Steelz,Anything But Words,Giant,6sOfbWpoo0wfVJkAt32GId,0.581,0.95,0,-4.544,1,0.101,0.000411,2.47e-05,0.333,0.611,145.989,232507,4
Brandyn Burnette,State I'm In,State I'm In,4aUHLZXBqkGETnyJm6vavF,0.66,0.497,8,-8.446,1,0.113,0.324,0.0,0.0835,0.383,146.07,228390,4
KINGDM,Say It Again,Say It Again,6nzhcAiVgdCnQSeIQTXXOh,0.703,0.882,5,-4.674,1,0.0362,0.00586,3.05e-05,0.109,0.255,123.984,216876,4
Catey Shaw,The Ransom,Walks All Over You,3oXwJQZNllIBFDt3RHxZNY,0.683,0.635,11,-10.02,1,0.0402,0.00611,0.0581,0.101,0.498,125.006,186000,4
Stevie Parker,The Cure,The Cure,44G3X6Ei0gBS0uPoyASGOE,0.457,0.28,7,-10.94,1,0.033,0.672,0.0169,0.135,0.148,114.868,212516,4
Red Hot Chili Peppers,We Turn Red,We Turn Red,5hX6ZA4n4PDcUXPLmiq9LE,0.61,0.872,2,-5.428,0,0.0422,0.116,0.147,0.152,0.842,164.038,200467,4
Felix Pallas,Curse,Curse,78DeY1j9YarWtKv3iCFJbg,0.494,0.409,10,-9.134,0,0.0336,0.112,4.47e-05,0.133,0.154,128.957,212643,4
Nahko And Medicine For The People,HOKA,San Quentin,776T2b6fZQLOKOfmDakxWN,0.742,0.891,7,-5.888,1,0.0619,0.443,9.54e-06,0.135,0.769,124.053,241971,4
Switchfoot,Where The Light Shines Through,Where The Light Shines Through,6MmWnPf3ohI1iaTMEJdGZj,0.448,0.714,4,-5.792,1,0.0491,0.00296,0.0,0.457,0.491,149.903,264693,4
Lukr,Fucked up Summer,Fucked up Summer,4sQThlC0ClxqA6h6dczwE6,0.484,0.526,1,-5.77,1,0.0281,0.0776,2.23e-06,0.153,0.243,135.987,215040,4
Jesse & Joy,Echoes Of Love,Echoes Of Love,4M3ILaJ7MnY8tPoD687ivv,0.335,0.733,7,-3.173,1,0.0383,0.35,0.0,0.253,0.152,150.016,216572,3
Selena Gomez,Revival (Deluxe),Kill Em With Kindness,7KxhSJOYiqCDclXDBNlFSZ,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,4
G-Eazy,"Saw It Coming (from the ""Ghostbusters"" Original Motion Picture Soundtrack)","Saw It Coming (from the ""Ghostbusters"" Original Motion Picture Soundtrack)",04R63LtwXGvm2OO5zyDa3h,0.516,0.824,4,-5.473,0,0.26,0.0269,0.0,0.0696,0.774,91.964,209093,4
Marc E. Bassy,Gossip Columns,You & Me,7yCqehT9dKACTFy7YugP0J,0.449,0.635,1,-8.301,1,0.275,0.0413,0.0,0.188,0.608,84.414,218493,4
Tinie Tempah,Girls Like (feat. Zara Larsson),Girls Like (feat. Zara Larsson),0rHVd8h0cFwgLgPFem6S60,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,196000,4
Cheat Codes,Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),7Aik6WAROo330QJVCJZUeh,0.681,0.774,1,-3.167,0,0.0787,0.0992,0.0,0.35,0.267,102.924,162425,4
Ben Rector,Brand New,Brand New,3IpG4SvqxHmbZslvDSIIZP,0.555,0.933,9,-5.04,1,0.113,0.0026,0.0,0.122,0.421,144.874,243933,4
Melanie Martinez,Cry Baby (Deluxe Edition),Pity Party,3fo6DYGktjENCiagUeU9yH,0.716,0.73,6,-4.126,0,0.0364,0.058,7.32e-06,0.151,0.339,136.05,204086,4
Joel Adams,Please Don't Go,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,4
DJ Snake,Encore,Talk,5Mf84BbHYdrewDABZOH5H6,0.572,0.802,7,-4.408,1,0.0807,0.0093,0.0,0.124,0.255,118.082,237960,4
Stephen,Sincerely,Crossfire,5lJH3o6AFW9Aig1CdRdAF1,0.323,0.558,5,-5.292,0,0.337,0.459,2.81e-06,0.676,0.199,73.552,270511,4
Shoffy,Takes My Body Higher (feat. Lincoln Jesser),Takes My Body Higher (feat. Lincoln Jesser),5QqxR3xORg3aSEKG2y9rhm,0.71,0.731,4,-5.261,0,0.0384,0.242,0.0,0.146,0.126,125.036,251520,4
Mike Perry,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414,4
Jonas Blue,Perfect Strangers,Perfect Strangers,1Te8WIfLudxjHTr66BL0JK,0.731,0.822,1,-5.305,1,0.0459,0.394,0.0,0.288,0.708,118.021,196613,4
Kiiara,low kii savage,Intention,6FhQ6UH6m0mlXRLFiyehFR,0.571,0.658,9,-7.061,0,0.0559,0.127,0.000223,0.76,0.505,90.074,229667,4
Twenty One Pilots,Heathens,Heathens,6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4
Disclosure,Moog For Love,BOSS - Radio Edit,3M6GAqPB1SCfzS4CUbo13p,0.781,0.639,11,-8.548,0,0.0546,0.00336,0.346,0.0349,0.604,126.02,285147,4
Chase Bryant,Room To Breathe,Room To Breathe,3VMWoIRzunwEKzVuZamlLT,0.717,0.761,9,-4.803,0,0.0279,0.0399,1.54e-06,0.107,0.799,119.015,179293,4
Young the Giant,Titus Was Born,Titus Was Born,3DYfUAMxeYZCf2PZVIhyAv,0.586,0.452,0,-8.481,1,0.0391,0.362,0.000912,0.104,0.122,90.046,242627,4
JONES,New Skin,Melt,3CY9kIRQFXfUqlBrzUgU6T,0.696,0.491,10,-10.706,0,0.0414,0.198,0.00708,0.102,0.423,99.977,214893,4
Two Door Cinema Club,Gameshow (Deluxe Edition),Are We Ready? (Wreck),1qBLtdOv2zTzq0tkc6Vy6t,0.601,0.784,2,-5.622,0,0.0333,0.00476,0.0127,0.347,0.726,94.019,230853,4
Two Door Cinema Club,Tourist History,What You Know,1qfYG2JrchEyJiqKnkE7YQ,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,189693,4
Two Door Cinema Club,Tourist History,Something Good Can Work,4gLKwyeBDtXoqe5ev9QcqP,0.651,0.841,0,-5.099,1,0.0335,0.00563,0.00116,0.19,0.661,119.939,162907,4
Two Door Cinema Club,Tourist History,Undercover Martyn,2i63MeQVdPuLvDH4EdaqXO,0.444,0.873,2,-4.877,1,0.119,0.000233,1.01e-05,0.0951,0.616,159.888,166573,4
Two Door Cinema Club,Changing Of The Seasons,Changing of the Seasons,6SlZp9UeLRIuw92j96dcjU,0.542,0.869,2,-4.429,1,0.135,5.21e-05,0.000222,0.115,0.592,130.021,222880,4
Two Door Cinema Club,Beacon,Sun,4jJEQg6mr3fQsUCYTwhBEZ,0.647,0.534,4,-5.439,0,0.0279,0.011,0.000249,0.104,0.673,96.98,187720,4
NAWAS,Wrong,Wrong,3FTmiGDBL6O5dkJsAvQE4O,0.531,0.557,6,-7.621,0,0.0454,0.156,0.000101,0.123,0.262,127.889,348776,4
Hozier,Better Love,"Better Love - From ""The Legend Of Tarzan"" Original Motion Picture Soundtrack / Single Version",1xSNfIhSXHEJIwqDXHAxQ7,0.382,0.819,0,-3.411,1,0.0559,0.0252,4.24e-06,0.0658,0.419,126.424,193227,4
Denny White,Sweetness,Sweetness,1ieZr6nvZbo1LkQLNgTJ8I,0.644,0.855,0,-5.177,1,0.0507,0.0061,3.62e-05,0.468,0.502,96.083,198084,4
Tiësto,Summer Nights,Summer Nights,5f6RsonTFhC7T6nvXGQPeT,0.671,0.796,5,-5.157,0,0.0329,0.228,8.13e-05,0.151,0.703,124.018,190073,4
Phantogram,Three,You Don’t Get Me High Anymore,3gkSQbWTDBh0ZKq85WmJDz,0.504,0.945,7,-4.625,1,0.0504,0.00242,0.00257,0.536,0.744,97.972,219507,4
Red Hot Chili Peppers,The Getaway,Goodbye Angels,2XTkpF9T2PKvcLgamGJGx1,0.365,0.804,9,-5.922,0,0.105,0.104,6.58e-05,0.15,0.577,171.597,268733,4
X Ambassadors,VHS 2.0,Low Life 2.0,5COKU86j0iPUfZ8IAU8Vqs,0.487,0.645,0,-5.683,1,0.183,0.117,0.0,0.105,0.202,139.57,206293,4
Alicia Keys,Hallelujah,Hallelujah,5bbGG2Ts8j4KKSFZjVhjVG,0.523,0.497,5,-6.915,0,0.0347,0.0815,1.71e-05,0.227,0.299,124.499,189337,4
Mainland,Beggars,Beggars,5zTwpX8xBOF4WvXiC9D0M6,0.539,0.844,9,-4.554,0,0.0609,0.0232,0.0,0.0819,0.509,174.067,187627,4
Bastille,Wild World,Good Grief,6IGA5YrFiEr5ANrMqKkR6H,0.73,0.758,1,-4.888,1,0.0653,0.147,0.0,0.311,0.877,120.041,206493,4
Skott,Porcelain,Porcelain,5L6mKOF7MKu6IYHGqxH998,0.611,0.556,1,-7.31,1,0.056,0.399,0.000228,0.122,0.23,125.979,241173,4
St. Paul & The Broken Bones,All I Ever Wonder,All I Ever Wonder,7BveOHNCRW3FqnAtA2Gnb0,0.563,0.603,7,-8.06,0,0.0299,0.0208,4.38e-05,0.169,0.365,94.582,209440,4
Kaiser Chiefs,Parachute,Parachute,2P3kK8uUTEAl9nB4k6b8Gw,0.567,0.728,1,-5.483,1,0.0326,0.0579,0.0,0.0966,0.398,124.996,232840,4
Cash Cash,Broken Drum (feat. Fitz of Fitz and the Tantrums),Broken Drum (feat. Fitz of Fitz and the Tantrums),1ueQDgg9WsjXF8NwJeLvUE,0.657,0.893,7,-2.416,1,0.0739,0.0625,0.0,0.0688,0.514,127.992,198227,4
With Confidence,Better Weather,We'll Be Okay,5kSNrwNgOuR5KAhntOBpLH,0.439,0.897,7,-5.188,1,0.0632,0.000564,0.000951,0.0925,0.53,105.335,165214,4
SAYGRACE,Hope You Understand,Hope You Understand,6ht5cDaJsrvWXCOd0vkIsX,0.591,0.797,7,-3.544,0,0.109,0.0994,0.0,0.0797,0.768,89.968,229467,4
Julie Bergan,Arigato,Arigato,4XuK9jJP3mpYBq5qf68vfF,0.403,0.551,11,-5.615,0,0.0611,0.00399,1.24e-05,0.528,0.315,75.704,173161,4
Alex Lahey,B-Grade University,Let's Go Out,58XTHjdXFk3N91F3IG1zvn,0.543,0.965,0,-2.872,1,0.0649,0.00557,0.0,0.174,0.435,130.974,190717,4
Brika,Voice Memos (Deluxe),You,3CSGIY4CbjxAPBYuBUaGva,0.843,0.431,1,-9.486,0,0.0692,0.36,3.77e-05,0.297,0.389,97.993,218501,4
Mumford & Sons,Johannesburg,Wona,63akED5KUaUrrjhp3D57lE,0.58,0.798,0,-6.187,1,0.0545,0.0252,3.26e-05,0.16,0.469,102.715,240453,3
Kaptan,Friends,Dreamer - Stripped Down,6Y0HlqAIaPvvP67GiXYgZD,0.299,0.337,0,-10.291,1,0.035,0.917,2.77e-05,0.108,0.161,79.295,229591,4
Red Hot Chili Peppers,The Getaway,The Getaway,3bIQIx7hveYPQDdhjZ1kcq,0.797,0.642,0,-8.082,1,0.0725,0.0799,1.19e-05,0.371,0.667,113.999,250387,4
The Beatles,Love,I Am The Walrus,7qUPlJTYxDRnpw3FKoWhm1,0.294,0.686,2,-8.556,1,0.0396,0.0106,3.31e-06,0.688,0.561,173.105,268246,4
The Beatles,Love,Drive My Car / The Word / What You're Doing,62QN8Ib1QZbEF4yDwFSH1A,0.685,0.731,2,-7.431,1,0.034,0.00102,0.00845,0.307,0.85,122.508,114058,4
The Beatles,Love,Help!,6EdSN1iGtLPhcz43QDRkdK,0.552,0.734,6,-7.126,0,0.0291,0.221,0.0,0.116,0.846,94.887,138286,4
The Beatles,Love,Here Comes The Sun / The Inner Light,31f9rGz7b2rjAv7tg10iSp,0.503,0.526,2,-10.485,1,0.037,0.0573,0.00487,0.418,0.301,128.697,258126,4
The Beatles,Love,Back In The U.S.S.R,5rJjib4hv7JD1fpf5TzRcr,0.533,0.937,2,-7.51,1,0.0397,0.00173,0.000103,0.185,0.862,142.399,154393,4
The Beatles,Love,All You Need Is Love,3oGGipilQmZTol8qFTR6u1,0.372,0.532,7,-7.968,1,0.0314,0.232,0.0,0.0951,0.727,102.627,220045,4
Red Hot Chili Peppers,The Getaway,We Turn Red,0cv2LgkvEoQiGgFWcZaAMA,0.61,0.872,2,-5.428,0,0.0422,0.116,0.147,0.152,0.842,164.038,200467,4
Red Hot Chili Peppers,The Getaway,The Longest Wave,0pjCkLjbgSLn5c0Ilwuv8z,0.476,0.511,8,-6.25,1,0.0324,0.319,0.000129,0.119,0.339,148.158,211520,4
Red Hot Chili Peppers,The Getaway,Sick Love,6GsP3uMCd0Dn5T37C93waZ,0.591,0.794,4,-5.935,0,0.069,0.183,0.0,0.292,0.875,147.974,221440,4
Red Hot Chili Peppers,The Getaway,Go Robot,5m578MgxuEC956dulprCe8,0.852,0.651,8,-6.254,1,0.0411,0.0432,0.0192,0.158,0.96,131.01,263800,4
Red Hot Chili Peppers,The Getaway,Feasting on the Flowers,0SMzXgUFqcAt0WNCsGm3tM,0.67,0.75,6,-5.502,0,0.0583,0.137,3.53e-06,0.197,0.88,82.041,202933,4
Red Hot Chili Peppers,The Getaway,Detroit,5y7IfSDhBHFVnlGj1UrlA1,0.439,0.885,4,-4.679,1,0.0625,0.000277,0.00367,0.372,0.495,92.738,226640,4
Red Hot Chili Peppers,The Getaway,This Ticonderoga,3iXNy7VaY9OqJFBwzhmbOh,0.238,0.949,8,-4.575,1,0.247,0.016,0.0,0.0864,0.405,87.843,215200,4
Red Hot Chili Peppers,The Getaway,Encore,4VGvosVIeFMCUwHibq7a9Z,0.633,0.704,11,-7.697,1,0.0276,0.672,0.179,0.105,0.342,104.958,254867,4
Red Hot Chili Peppers,The Getaway,The Hunter,1ZPMK5UTafelYEQXmckRgN,0.256,0.523,8,-5.175,1,0.0294,0.538,0.00832,0.0849,0.318,78.385,240360,4
Red Hot Chili Peppers,The Getaway,Dreams of a Samurai,3Fb962k5BJZy1cmCLuKZJq,0.387,0.674,0,-6.623,1,0.0597,0.0122,0.0129,0.102,0.277,139.751,369040,5
Red Hot Chili Peppers,Dani California,Whatever We Want,7dhRpaMRhvpCICJOqHVsDP,0.461,0.888,8,-2.247,1,0.0281,0.00623,0.0,0.354,0.452,106.075,287173,4
Red Hot Chili Peppers,Dani California,Lately,3r7aYJDMkXcHjveMcliP8L,0.599,0.862,9,-2.889,0,0.0331,0.0909,0.0,0.0425,0.757,169.972,175187,4
Red Hot Chili Peppers,Dani California,Million Miles of Water,6T5Ubext40hoREALmtmhFW,0.537,0.862,7,-3.043,1,0.026,0.0527,0.0,0.104,0.604,92.768,244707,3
Red Hot Chili Peppers,Tell Me Baby,Tell Me Baby,2RnfIUGmjSy2ocB6qGDN2G,0.695,0.993,0,-3.114,1,0.0612,0.00177,0.00246,0.0814,0.281,107.951,247667,4
Red Hot Chili Peppers,Tell Me Baby,Mercy Mercy,1Xwy4m9WPUjlxQbTCdixT6,0.698,0.874,5,-3.138,1,0.134,0.0954,0.00312,0.102,0.582,89.101,239920,4
Red Hot Chili Peppers,Strange Man / Long Progression,Strange Man,4YtxeWdyRN5K14htq1lz3q,0.546,0.79,0,-5.329,1,0.0299,0.0183,1.09e-06,0.0933,0.573,88.357,216720,4
Red Hot Chili Peppers,Strange Man / Long Progression,Long Progression,45n71dAlYUZsIsgojFLDDz,0.467,0.973,4,-4.6,0,0.115,0.00242,5.27e-06,0.158,0.379,118.48,238360,4
Red Hot Chili Peppers,Catch My Death / How It Ends,Catch My Death,2FO88on37PDzBe8jLppGlN,0.462,0.75,5,-4.34,1,0.0299,0.12,0.0,0.25,0.411,92.035,256227,4
Red Hot Chili Peppers,Catch My Death / How It Ends,How It Ends,719yh1E7n6rQPkYiO3MzNh,0.494,0.908,7,-4.029,1,0.0662,0.00096,1.77e-06,0.356,0.368,127.058,218333,4
Red Hot Chili Peppers,Californication (Deluxe Edition),Around the World,0aGQHMr7bc23Y9Ts84ffop,0.504,0.96,0,-1.464,1,0.183,0.00417,0.569,0.0613,0.774,96.682,238733,4
Red Hot Chili Peppers,Californication (Deluxe Edition),Road Trippin',1XxCiPw07rd1ytYnE7SoJI,0.243,0.47,4,-8.194,0,0.0353,0.309,0.000798,0.121,0.393,204.026,204973,4
Red Hot Chili Peppers,Californication (Deluxe Edition),I Like Dirt,2bo1tTjK87OHKKUDFthqHx,0.712,0.969,4,-1.503,0,0.161,0.0113,0.0319,0.0904,0.802,105.077,157627,4
Major Lazer,Peace Is The Mission : Extended,Lean On (feat. MØ & DJ Snake),2YWjW3wwQIBLNhxWKBQd16,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
MØ,Kamikaze,Kamikaze,6TjP1C3sGQH1jBfzUXfcMg,0.663,0.878,1,-3.195,0,0.0646,0.0368,3.39e-06,0.328,0.704,158.035,214240,4
MØ,Say You'll Be There,Say You'll Be There,6OwDUCgzQOIVcjHA5PBb15,0.635,0.467,9,-7.047,1,0.0297,0.626,0.0,0.118,0.405,99.978,233413,4
Major Lazer,Peace Is The Mission : Extended,Lost (feat. MØ),79fhk4eWWpe2Cw2l7xlIiI,0.675,0.794,11,-5.061,1,0.0286,0.0056,0.00212,0.0875,0.847,139.928,195649,4
Good Charlotte,The Young and The Hopeless,Lifestyles of the Rich & Famous,2g2a5kDeZexbUTD8abcvm6,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173,4
Good Charlotte,The Young and The Hopeless,Girls & Boys,65mxB9IWpmVo4qUjdGSxRB,0.663,0.72,3,-5.497,1,0.0331,0.00212,0.0,0.358,0.608,135.342,183493,4
Good Charlotte,40 oz. Dream,40 oz. Dream,6KG2ulZfunSPbuoz6kPnkZ,0.741,0.773,2,-3.377,1,0.0402,0.00369,0.0,0.056,0.803,112.02,200743,4
Bastille,All This Bad Blood,Pompeii,4Ub8UsjWuewQrPhuepfVpd,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4
Twenty One Pilots,Vessel,Ode to Sleep,773xZHHSHJvC1z3AAtWgH6,0.446,0.76,7,-3.608,1,0.0453,0.00891,0.000108,0.232,0.512,150.033,308388,4
Twenty One Pilots,Vessel,Holding on to You,3C3cr2JQwXIhqAHqOardVO,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996,263733,4
Twenty One Pilots,Vessel,Migraine,4rfaoyaZvNa60cj3OKSQV9,0.69,0.678,0,-6.52,1,0.154,0.11,0.0,0.246,0.409,173.995,239015,4
Twenty One Pilots,Vessel,House of Gold,36tghkPg1AO4HsAzo6YpPp,0.68,0.693,0,-7.234,1,0.0435,0.445,0.0,0.208,0.851,114.948,163880,4
Twenty One Pilots,Vessel,Semi-Automatic,70Cp0ukCMyWeJML77NGERU,0.78,0.716,6,-4.551,0,0.0439,0.0489,5.92e-06,0.0704,0.362,105.017,253680,4
Twenty One Pilots,Vessel,Screen,1pKmfhwbZvsyYUP2eOGdw5,0.718,0.714,0,-5.699,1,0.0622,0.0963,0.0,0.141,0.84,149.949,229120,4
Twenty One Pilots,Vessel,The Run and Go,68NsOuum1AegLDhOIr2ADL,0.798,0.318,10,-6.849,0,0.0431,0.0437,0.0,0.158,0.425,92.49,229000,4
Twenty One Pilots,Vessel,Fake You Out,3MLtopC0uho28PxZN7Zecy,0.84,0.608,6,-6.176,1,0.0458,0.248,1.25e-06,0.0874,0.727,115.012,231320,4
Twenty One Pilots,Vessel,Guns for Hands,4RdRa3qq0GBSKjomxrkh5K,0.684,0.858,1,-4.266,1,0.0342,0.00694,0.000167,0.0828,0.518,129.963,273336,4
Twenty One Pilots,Vessel,Trees,1yf97yL1ll8FYXC27c9VTw,0.584,0.833,6,-5.9,1,0.041,0.00359,3.44e-05,0.169,0.324,140.013,267387,4
Twenty One Pilots,Vessel,Truce,6BEKt5axiNeWCr9huv0k7I,0.537,0.0231,7,-14.407,1,0.0475,0.994,0.0471,0.146,0.342,120.322,142547,4
Twenty One Pilots,Blurryface,Lane Boy,2P61EK6DMGyVyssLWS4fKy,0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,253093,4
